full_name,gender,certainty
Irina Björklund,f,0.99
Irina Potapenko,f,0.99
Irineo Alvarez,m,0.99
Iris Apatow,f,0.99
Iris Yamashita,f,0.99
Irrfan Khan,m,0.97
Irvine Welsh,m,0.88
Irwin Winkler,m,1.0
Isa Mazzei,f,0.62
Isaac Marion,m,0.99
Isaach De Bankolé,m,1.0
Isabel Coixet,f,0.99
Isabela Merced,f,0.99
Isabella Gielniak,f,0.99
Isabelle Carré,f,0.99
Isabelle Huppert,f,0.99
Isabelle Sobelman,f,0.99
Isaiah Stone,m,0.99
Isao Takahata,m,1.0
Ishirô Honda,m,1.0
Isla Fisher,f,0.92
Ismael Fritschi,m,0.99
Israel Broussard,m,0.99
Issei Ogata,m,0.99
István Göz,m,1.0
István Szabó,m,1.0
Itaru Era,m,0.99
Itay Tiran,m,0.99
Ivan Atkinson,m,0.99
Ivan Cotroneo,m,0.99
Ivan Engler,m,0.99
Ivan Goff,m,0.99
Ivan Massagué,m,0.99
Ivan Menchell,m,0.99
Ivan Raimi,m,0.99
Ivan Reitman,m,0.99
Ivana Baquero,f,0.99
J Blakeson,m,0.88
J. David Stem,m,0.88
J. Mackye Gruber,m,0.88
J. Michael Straczynski,m,0.88
J. Mills Goodloe,m,0.88
J. Smith-Cameron,m,0.88
J.A. Bayona,m,0.83
J.B. Rogers,m,0.96
J.C. Chandor,m,0.92
J.F. Lawton,m,0.75
J.G. Ballard,m,1.0
J.H. Wyman,m,0.86
J.J. Abrams,m,0.89
J.J. Connolly,m,0.89
J.K. Rowling,m,0.93
J.K. Simmons,m,0.93
J.M. Barrie,m,0.93
J.R.R. Tolkien,u,0.0
J.S. Cardone,m,0.6
J.V.V. Sathyanarayana,u,0.0
JJ Feild,m,0.82
Jac Schaeffer,m,0.86
Jack Amiel,m,0.99
Jack Barth,m,0.99
Jack Black,m,0.99
Jack Donaldson,m,0.99
Jack Golden Russell,m,0.99
Jack Gore,m,0.99
Jack Hitt,m,0.99
Jack Huston,m,0.99
Jack Ketchum,m,0.99
Jack Kilmer,m,0.99
Jack Kirby,m,0.99
Jack Lowden,m,0.99
Jack Madigan,m,0.99
Jack McElhone,m,0.99
Jack Nicholson,m,0.99
Jack O'Connell,m,0.99
Jack Paglen,m,0.99
Jack Plotnick,m,0.99
Jack Reynor,m,0.99
Jack Thorne,m,0.99
Jackie Chan,f,0.87
Jackie Earle Haley,f,0.87
Jackie Filgo,f,0.87
Jaco Van Dormael,m,0.99
Jacob Estes,m,1.0
Jacob Gentry,m,1.0
Jacob Grimm,m,1.0
Jacob Koskoff,m,1.0
Jacob Pitts,m,1.0
Jacob Tierney,m,1.0
Jacob Tremblay,m,1.0
Jacob Vargas,m,1.0
Jacqueline Abrahams,f,1.0
Jacques Audiard,m,0.99
Jacques Davidts,m,0.99
Jacques Lob,m,0.99
Jacques Mesrine,m,0.99
Jacques Tardi,m,0.99
Jacques Tati,m,0.99
Jacques-Rémy Girerd,u,0.0
Jaden Smith,m,0.85
Jaeden Martell,m,0.84
Jafar Panahi,m,0.98
Jai Courtney,m,0.88
Jaideep Sahni,m,1.0
Jaime FitzSimons,m,0.96
Jaime King,m,0.96
Jaime Pressly,m,0.96
Jake Andolina,m,0.99
Jake Bernstein,m,0.99
Jake Gyllenhaal,m,0.99
Jake Horowitz,m,0.99
Jake Johnson,m,0.99
Jake Kasdan,m,0.99
Jake Schreier,m,0.99
Jake Scott,m,0.99
Jake Szymanski,m,0.99
Jake T. Austin,m,0.99
Jake Wade Wall,m,0.99
Jalil Lespert,m,0.97
Jalmari Helander,m,1.0
Jamel Debbouze,m,0.97
James A. Woods,m,1.0
James Allen McCune,m,1.0
James Badge Dale,m,1.0
James Baldwin,m,1.0
James Bobin,m,1.0
James Buckley,m,1.0
James Caan,m,1.0
James Cameron,m,1.0
James Coburn,m,1.0
James Corden,m,1.0
James Cromwell,m,1.0
James D. Solomon,m,1.0
James Dashner,m,1.0
James DeMonaco,m,1.0
James Dormer,m,1.0
James Earl Jones,m,1.0
James Ellroy,m,1.0
James Fleet,m,1.0
James Foley,m,1.0
James Franco,m,1.0
James Frecheville,m,1.0
James Frey,m,1.0
James Gaddas,m,1.0
James Gandolfini,m,1.0
James Gartner,m,1.0
James Graham,m,1.0
James Gray,m,1.0
James Greer,m,1.0
James Griffiths,m,1.0
James Gunn,m,1.0
James Higginson,m,1.0
James Isaac,m,1.0
James Ivory,m,1.0
James Keane,m,1.0
James Kent,m,1.0
James Krieg,m,1.0
James L. Brooks,m,1.0
James L. White,m,1.0
James Lapine,m,1.0
James Le Gros,m,1.0
James Mangold,m,1.0
James Marsden,m,1.0
James Marsh,m,1.0
James McAvoy,m,1.0
James McBride,m,1.0
James McCarthy,m,1.0
James McTeigue,m,1.0
James Moran,m,1.0
James Nguyen,m,1.0
James Patterson,m,1.0
James Ponsoldt,m,1.0
James Purefoy,m,1.0
James R. Hansen,m,1.0
James Rolleston,m,1.0
James Sallis,m,1.0
James Schamus,m,1.0
James Simone,m,1.0
James Spader,m,1.0
James V. Hart,m,1.0
James V. Simpson,m,1.0
James Van Der Beek,m,1.0
James Vanderbilt,m,1.0
James Wan,m,1.0
James Ward Byrkit,m,1.0
James Watkins,m,1.0
James Wong,m,1.0
Jamie Babbit,m,0.66
Jamie Bell,m,0.66
Jamie Blanks,m,0.66
Jamie Campbell Bower,m,0.66
Jamie Delano,m,0.66
Jamie Dornan,m,0.66
Jamie Foxx,m,0.66
Jamie Kennedy,m,0.66
Jamie Lee Curtis,m,0.66
Jamie Linden,m,0.66
Jamie Mathieson,m,0.66
Jamie Minoprio,m,0.66
Jamie Moss,m,0.66
Jamie Nash,m,0.66
Jamie Travis,m,0.66
Jamin Winans,m,0.84
Jan Berger,m,0.89
Jan Guillou,m,0.89
Jan Kounen,m,0.89
Jan Pinkava,m,0.89
Jan Sardi,m,0.89
Jan Skorzewski,m,0.89
Jan de Bont,m,0.89
Jan-Ole Gerster,m,1.0
Jane Anderson,f,0.99
Jane Austen,f,0.99
Jane Campion,f,0.99
Jane Fonda,f,0.99
Jane Goldman,f,0.99
Jane Hawking,f,0.99
Jane Levy,f,0.99
Janeane Garofalo,f,1.0
Janel Parrish,f,0.97
Janet Fitch,f,1.0
Janet McTeer,f,1.0
Janet Montgomery,f,1.0
Janet Scott Batchler,f,1.0
Janice Karman,f,1.0
Jantje Friese,f,0.52
Janus Metz,m,0.88
Jared Bush,m,1.0
Jared Hess,m,1.0
Jared Kusnitz,m,1.0
Jared Leto,m,1.0
Jared Padalecki,m,1.0
Jared Stern,m,1.0
Jarmo Puskala,m,1.0
Jarrad Paul,m,1.0
Jarrett Bruno,m,1.0
Jasmine Trinca,f,0.99
Jason A. Micallef,m,1.0
Jason Andrews,m,1.0
Jason Barry,m,1.0
Jason Bateman,m,1.0
Jason Bermingham,m,1.0
Jason Biggs,m,1.0
Jason Clarke,m,1.0
Jason Cope,m,1.0
Jason Dohring,m,1.0
Jason Eisener,m,1.0
Jason Filardi,m,1.0
Jason Fricchione,m,1.0
Jason Friedberg,m,1.0
Jason Fuchs,m,1.0
Jason Hall,m,1.0
Jason Isaacs,m,1.0
Jason Katz,m,1.0
Jason Keller,m,1.0
Jason Lee,m,1.0
Jason Lei Howden,m,1.0
Jason Lew,m,1.0
Jason Mantzoukas,m,1.0
Jason Matthews,m,1.0
Jason Mewes,m,1.0
Jason Momoa,m,1.0
Jason Moore,m,1.0
Jason Pagan,m,1.0
Jason Reisig,m,1.0
Jason Reitman,m,1.0
Jason Schwartzman,m,1.0
Jason Segel,m,1.0
Jason Smilovic,m,1.0
Jason Statham,m,1.0
Jason Sudeikis,m,1.0
Jason Winer,m,1.0
Jason Zada,m,1.0
Jaume Balagueró,m,0.99
Jaume Collet-Serra,m,0.99
Javier Abad,m,1.0
Javier Bardem,m,1.0
Javier Cámara,m,1.0
Javier Gullón,m,1.0
Javier Gutiérrez,m,1.0
Jay Anson,m,0.97
Jay Baruchel,m,0.97
Jay Brazeau,m,0.97
Jay Carson,m,0.97
Jay Chandrasekhar,m,0.97
Jay Chou,m,0.97
Jay Cocks,m,0.97
Jay Duplass,m,0.97
Jay Gallagher,m,0.97
Jay Hernandez,m,0.97
Jay Laga'aia,m,0.97
Jay Lavender,m,0.97
Jay Lee,m,0.97
Jay Longino,m,0.97
Jay Martel,m,0.97
Jay Mohr,m,0.97
Jay Parini,m,0.97
Jay Reiss,m,0.97
Jay Roach,m,0.97
Jay Russell,m,0.97
Jay Ward,m,0.97
Jaya Bachchan,f,0.83
Jayson Rothwell,m,0.99
Jean Bruce,f,0.62
Jean Dujardin,f,0.62
Jean Hanff Korelitz,f,0.62
Jean Hegland,f,0.62
Jean Heywood,f,0.62
Jean Reno,f,0.62
Jean-Baptiste Tabourin,m,1.0
Jean-Christophe Grangé,m,1.0
Jean-Claude Donda,m,1.0
Jean-Claude Grumberg,m,1.0
Jean-Claude Mézières,m,1.0
Jean-Claude Van Damme,m,1.0
Jean-Dominique Bauby,m,1.0
Jean-Francois Lachapelle,m,0.99
Jean-François Halin,m,0.99
Jean-François Richet,m,0.99
Jean-Jacques Annaud,m,1.0
Jean-Louis Trintignant,m,0.99
Jean-Loup Felicioli,m,0.99
Jean-Luc Lagarce,m,1.0
Jean-Marc Vallée,m,1.0
Jean-Marie Lhomme,m,0.58
Jean-Patrick Manchette,m,0.99
Jean-Pierre Améris,m,1.0
Jean-Pierre Dardenne,m,1.0
Jean-Pierre Jeunet,m,1.0
Jean-Pierre Martins,m,1.0
Jean-Pol Fargeau,m,0.99
Jean-Stéphane Bron,m,0.98
Jeanette Hain,f,1.0
Jeanne Bates,f,0.99
Jeanne Duprau,f,0.99
Jeanne Marie Laskas,f,0.99
Jeanne Ryan,f,0.99
Jeannie Long,f,1.0
Jee-woon Kim,u,0.0
Jeff Anderson,m,1.0
Jeff Baena,m,1.0
Jeff Bridges,m,1.0
Jeff Chan,m,1.0
Jeff Chase,m,1.0
Jeff Cox,m,1.0
Jeff Daniels,m,1.0
Jeff Dixon,m,1.0
Jeff Filgo,m,1.0
Jeff Fowler,m,1.0
Jeff Garlin,m,1.0
Jeff Geddis,m,1.0
Jeff Goldblum,m,1.0
Jeff Hammond,m,1.0
Jeff Howard,m,1.0
Jeff Judah,m,1.0
Jeff Kahn,m,1.0
Jeff Lima,m,1.0
Jeff Lowell,m,1.0
Jeff Maguire,m,1.0
Jeff McGrath,m,1.0
Jeff Morris,m,1.0
Jeff Nathanson,m,1.0
Jeff Newitt,m,1.0
Jeff Nichols,m,1.0
Jeff Pinkner,m,1.0
Jeff Pope,m,1.0
Jeff Renfroe,m,1.0
Jeff Schaffer,m,1.0
Jeff Stockwell,m,1.0
Jeff Tomsic,m,1.0
Jeff Van Wie,m,1.0
Jeff VanderMeer,m,1.0
Jeff Vintar,m,1.0
Jeff Wadlow,m,1.0
Jeff Whitty,m,1.0
Jeffrey Blitz,m,1.0
Jeffrey Bushell,m,1.0
Jeffrey Caine,m,1.0
Jeffrey Combs,m,1.0
Jeffrey Dean Morgan,m,1.0
Jeffrey Eugenides,m,1.0
Jeffrey Friedman,m,1.0
Jeffrey Hatcher,m,1.0
Jeffrey Lieber,m,1.0
Jeffrey M. Howard,m,1.0
Jeffrey Price,m,1.0
Jeffrey Reddick,m,1.0
Jeffrey Wright,m,1.0
Jemaine Clement,m,0.82
Jen Smolka,f,0.9
Jen Soska,f,0.9
Jena Malone,f,0.94
Jenica Bergere,f,0.97
Jenjira Pongpas,f,0.99
Jenna Dewan,f,1.0
Jenna Jameson,f,1.0
Jenna Kanell,f,1.0
Jennifer Aniston,f,1.0
Jennifer Carpenter,f,1.0
Jennifer Connelly,f,1.0
Jennifer Coolidge,f,1.0
Jennifer Derwingson,f,1.0
Jennifer Dundas,f,1.0
Jennifer Esposito,f,1.0
Jennifer Flackett,f,1.0
Jennifer Garner,f,1.0
Jennifer Jason Leigh,f,1.0
Jennifer Kaytin Robinson,f,1.0
Jennifer Kent,f,1.0
Jennifer Lawrence,f,1.0
Jennifer Lee,f,1.0
Jennifer Lopez,f,1.0
Jennifer Love Hewitt,f,1.0
Jennifer Niven,f,1.0
Jennifer Salt,f,1.0
Jennifer Saunders,f,1.0
Jennifer Tilly,f,1.0
Jennifer Ventimilia,f,1.0
Jennifer Weiner,f,1.0
Jennifer Westfeldt,f,1.0
Jennifer Yuh Nelson,f,1.0
Jenny Bicks,f,0.99
Jenny Downham,f,0.99
Jenny Gage,f,0.99
Jenny Han,f,0.99
Jenny Lumet,f,0.99
Jenny McCarthy,f,0.99
Jenny Mollen,f,0.99
Jenny Slate,f,0.99
Jens Lapidus,m,1.0
Jensen Ackles,m,0.86
Jeong-hie Yun,u,0.0
Jeremy Brock,m,1.0
Jeremy Dyson,m,1.0
Jeremy Garelick,m,1.0
Jeremy Gillespie,m,1.0
Jeremy Haft,m,1.0
Jeremy Irons,m,1.0
Jeremy Irvine,m,1.0
Jeremy Leven,m,1.0
Jeremy McWilliams,m,1.0
Jeremy Northam,m,1.0
Jeremy Passmore,m,1.0
Jeremy Piven,m,1.0
Jeremy Ray Taylor,m,1.0
Jeremy Renner,m,1.0
Jeremy Rush,m,1.0
Jeremy Saulnier,m,1.0
Jeremy Sisto,m,1.0
Jeremy Slater,m,1.0
Jeremy Suarez,m,1.0
Jeremy Sumpter,m,1.0
Jeremy Swift,m,1.0
Jerome Bixby,m,0.99
Jerry Corley,m,0.99
Jerry Eeten,m,0.99
Jerry Ferrara,m,0.99
Jerry O'Connell,m,0.99
Jerry Seinfeld,m,0.99
Jerry Siegel,m,0.99
Jerry Zucker,m,0.99
Jerusha Hess,f,1.0
Jerzy Kromolowski,m,0.99
Jerzy Stuhr,m,0.99
Jess Weixler,m,0.59
Jess Willard,m,0.59
Jesse Andrews,m,0.98
Jesse Armstrong,m,0.98
Jesse Bradford,m,0.98
Jesse Chabot,m,0.98
Jesse Dylan,m,0.98
Jesse Eisenberg,m,0.98
Jesse McCartney,m,0.98
Jesse Metcalfe,m,0.98
Jesse Peretz,m,0.98
Jessica Alba,f,1.0
Jessica Bendinger,f,1.0
Jessica Biel,f,1.0
Jessica Brown Findlay,f,1.0
Jessica Chastain,f,1.0
Jessica De Gouw,f,1.0
Jessica Lucas,f,1.0
Jessica O'Toole,f,1.0
Jessica Paré,f,1.0
Jessica Postigo,f,1.0
Jessica Pressler,f,1.0
Jessica Rothe,f,1.0
Jessica Sharzer,f,1.0
Jessica Simpson,f,1.0
Jessica Tuck,f,1.0
Jessie Buckley,f,0.79
Jessie Nelson,f,0.79
Jessy Terrero,f,0.75
Jesús Olmo,m,0.98
Jet Jurgensmeyer,m,0.59
Jet Li,m,0.59
Jez Butterworth,m,0.85
Ji-Hyun Jun,f,0.85
Ji-Tae Yoo,m,1.0
Ji-young Gong,f,0.93
Jiao Xu,f,0.78
Jieho Lee,u,0.0
Jihad Hojeily,m,0.84
Jill Culton,f,1.0
Jill Larson,f,1.0
Jillian Bell,f,1.0
Jillian Jacobs,f,1.0
Jim Abrahams,m,1.0
Jim Adler,m,1.0
Jim Breuer,m,1.0
Jim Broadbent,m,1.0
Jim Carrey,m,1.0
Jim Caviezel,m,1.0
Jim Cummings,m,1.0
Jim Davis,m,1.0
Jim Fall,m,1.0
Jim Field Smith,m,1.0
Jim Jarmusch,m,1.0
Jim Kehoe,m,1.0
Jim Kouf,m,1.0
Jim McClain,m,1.0
Jim Meenaghan,m,1.0
Jim Mickle,m,1.0
Jim Parsons,m,1.0
Jim Rash,m,1.0
Jim Sheridan,m,1.0
Jim Sturgess,m,1.0
Jim Taylor,m,1.0
Jim Thomas,m,1.0
Jim Thompson,m,1.0
Jim Uhls,m,1.0
Jim Wheat,m,1.0
Jimmy Fallon,m,0.99
Jimmy Hayward,m,0.99
Jimmy Smits,m,0.99
Jing Wu,f,0.78
Jo Hartley,f,0.76
JoJo,f,0.53
Joachim Fest,m,1.0
Joachim Rønning,m,1.0
Joachim Trier,m,1.0
Joan Allen,f,0.83
Joan Chen,f,0.83
Joan G. Robinson,f,0.83
Joan Lunden,f,0.83
Joanna Kulig,f,0.99
Joanna Newsom,f,0.99
Joanne Harris,f,1.0
Joaquin Phoenix,m,1.0
Joby Harold,m,0.89
Jocelin Donahue,f,0.86
Jocelyn Clarke,f,0.94
Jocelyn Moorhouse,f,0.94
Jocelyn Quivrin,f,0.94
Jodelle Ferland,f,0.95
Jodie Foster,f,0.97
Jodie Turner-Smith,f,0.97
Jodie Whittaker,f,0.97
Jody Savin,f,0.68
Joe Ahearne,m,0.99
Joe Ballarini,m,0.99
Joe Barton,m,0.99
Joe Batteer,m,0.99
Joe Carnahan,m,0.99
Joe Cole,m,0.99
Joe Cornish,m,0.99
Joe Dante,m,0.99
Joe Dunthorne,m,0.99
Joe Gayton,m,0.99
Joe Harris,m,0.99
Joe Hill,m,0.99
Joe Johnson,m,0.99
Joe Johnston,m,0.99
Joe Kelly,m,0.99
Joe Ksander,m,0.99
Joe Lynch,m,0.99
Joe Nussbaum,m,0.99
Joe Penhall,m,0.99
Joe Piscatella,m,0.99
Joe Ranft,m,0.99
Joe Robert Cole,m,0.99
Joe Roth,m,0.99
Joe Russo,m,0.99
Joe Shuster,m,0.99
Joe Stillman,m,0.99
Joe Swanberg,m,0.99
Joe Syracuse,m,0.99
Joe Taslim,m,0.99
Joe Wright,m,0.99
Joel Anderson,m,0.99
Joel Coen,m,0.99
Joel Cohen,m,0.99
Joel Courtney,m,0.99
Joel Edgerton,m,0.99
Joel Gallen,m,0.99
Joel Gretsch,m,0.99
Joel Hopkins,m,0.99
Joel Kinnaman,m,0.99
Joel Schumacher,m,0.99
Joel Zwick,m,0.99
Joely Richardson,f,0.93
Joey Curtis,m,0.8
Joey Gutierrez,m,0.8
Joey Kern,m,0.8
Joey King,m,0.8
Joey Sagal,m,0.8
JoeyStarr,m,1.0
Johan Heldenbergh,m,0.99
Johanna Sinisalo,f,0.99
Johannes Krisch,m,1.0
Johannes Roberts,m,1.0
John A. Davis,m,1.0
John A. Keel,m,1.0
John Aboud,m,1.0
John Aglialoro,m,1.0
John Ajvide Lindqvist,m,1.0
John August,m,1.0
John Backderf,m,1.0
John Banville,m,1.0
John Bellairs,m,1.0
John Billingsley,m,1.0
John Bonito,m,1.0
John Boyega,m,1.0
John Boyne,m,1.0
John Brancato,m,1.0
John Brownlow,m,1.0
John Butler,m,1.0
John C. Reilly,m,1.0
John Cameron Mitchell,m,1.0
John Carlin,m,1.0
John Carney,m,1.0
John Carpenter,m,1.0
John Carroll Lynch,m,1.0
John Cena,m,1.0
John Cho,m,1.0
John Cleese,m,1.0
John Collee,m,1.0
John Corbett,m,1.0
John Crowley,m,1.0
John Curran,m,1.0
John Cusack,m,1.0
John D'Arco,m,1.0
John D. O'Connor,m,1.0
John David Washington,m,1.0
John Davies,m,1.0
John Erick Dowdle,m,1.0
John Fasano,m,1.0
John Fawcett,m,1.0
John Francis Daley,m,1.0
John Fusco,m,1.0
John Gallagher Jr.,m,1.0
John Gatins,m,1.0
John Glenn,m,1.0
John Godey,m,1.0
John Goodman,m,1.0
John Grisham,m,1.0
John Guy,m,1.0
John Hamburg,m,1.0
John Hannah,m,1.0
John Harrison,m,1.0
John Hawkes,m,1.0
John Heffernan,m,1.0
John Hensley,m,1.0
John Hillcoat,m,1.0
John Hlavin,m,1.0
John Hodge,m,1.0
John Hollingworth,m,1.0
John Hughes,m,1.0
John Hurt,m,1.0
John Irving,m,1.0
John J. McLaughlin,m,1.0
John Jarratt,m,1.0
John Jeffcoat,m,1.0
John Kamps,m,1.0
John Krasinski,m,1.0
John Krokidas,m,1.0
John Kåre Raake,m,1.0
John Lasseter,m,1.0
John Lee Hancock,m,1.0
John Leguizamo,m,1.0
John Lithgow,m,1.0
John Lloyd Young,m,1.0
John Logan,m,1.0
John Luessenhop,m,1.0
John Maclean,m,1.0
John Madden,m,1.0
John Magaro,m,1.0
John Malkovich,m,1.0
John Marsden,m,1.0
John Maybury,m,1.0
John McLoughlin,m,1.0
John McNamara,m,1.0
John McTiernan,m,1.0
John Michael McDonagh,m,1.0
John Mister,m,1.0
John Moore,m,1.0
John Morris,m,1.0
John Musker,m,1.0
John Nickle,m,1.0
John O'Brien,m,1.0
John Oliver,m,1.0
John Palladino,m,1.0
John Pasquin,m,1.0
John Patrick Shanley,m,1.0
John Pearson,m,1.0
John Phillips,m,1.0
John Pingayak,m,1.0
John Pogue,m,1.0
John Polson,m,1.0
John Quaintance,m,1.0
John R. Leonetti,m,1.0
John Rafter Lee,m,1.0
John Requa,m,1.0
John Rice,m,1.0
John Ridley,m,1.0
John Robinson,m,1.0
John Rogers,m,1.0
John Romano,m,1.0
John Samaha,m,1.0
John Sanford,m,1.0
John Schuck,m,1.0
John Schultz,m,1.0
John Scott Shepherd,m,1.0
John Seabrook,m,1.0
John Singleton,m,1.0
John Slattery,m,1.0
John Solomon,m,1.0
John Sparkes,m,1.0
John Stevenson,m,1.0
John Stockwell,m,1.0
John Swetnam,m,1.0
John Thomas,m,1.0
John Thomson,m,1.0
John Tormey,m,1.0
John Travolta,m,1.0
John Turturro,m,1.0
John W. Campbell Jr.,m,1.0
John W. Richardson,m,1.0
John Wagner,m,1.0
John Waters,m,1.0
John Wells,m,1.0
John Whittington,m,1.0
John Woo,m,1.0
John le Carré,m,1.0
John-Henry Butterworth,m,1.0
Johnny Cash,m,0.99
Johnny Dawkins,m,0.99
Johnny Depp,m,0.99
Johnny Knoxville,m,0.99
Johnny Simmons,m,0.99
Johnny Smith,m,0.99
Jojo Moyes,f,0.53
Jolyon Coy,m,1.0
Jon Amiel,m,0.99
Jon Avnet,m,0.99
Jon Bernstein,m,0.99
Jon Bernthal,m,0.99
Jon Bokenkamp,m,0.99
Jon Brown,m,0.99
Jon Croker,m,0.99
Jon Erwin,m,0.99
Jon Favreau,m,0.99
Jon Gries,m,0.99
Jon Hamm,m,0.99
Jon Harris,m,0.99
Jon Heder,m,0.99
Jon Hoeber,m,0.99
Jon Hurwitz,m,0.99
Jon Knautz,m,0.99
Jon Krakauer,m,0.99
Jon Lucas,m,0.99
Jon M. Chu,m,0.99
Jon Poll,m,0.99
Jon Ronson,m,0.99
Jon S. Baird,m,0.99
Jon Spaihts,m,0.99
Jon Stewart,m,0.99
Jon Turteltaub,m,0.99
Jon Vitti,m,0.99
Jon Voight,m,0.99
Jon Watts,m,0.99
Jon Wright,m,0.99
Jon Zack,m,0.99
Jonah Bobo,m,0.96
Jonah Hill,m,0.96
Jonah Lisa Dyer,m,0.96
Jonah Markowitz,m,0.96
Jonas Frykberg,m,0.99
Jonas Åkerlund,m,0.99
Jonathan Aibel,m,1.0
Jonathan Ames,m,1.0
Jonathan Banks,m,1.0
Jonathan Bernstein,m,1.0
Jonathan Breck,m,1.0
Jonathan Cherry,m,1.0
Jonathan D. Mellor,m,1.0
Jonathan Dayton,m,1.0
Jonathan Demme,m,1.0
Jonathan English,m,1.0
Jonathan Evison,m,1.0
Jonathan Frakes,m,1.0
Jonathan Frank,m,1.0
Jonathan Glazer,m,1.0
Jonathan Goldstein,m,1.0
Jonathan Hales,m,1.0
Jonathan Hensleigh,m,1.0
Jonathan Herman,m,1.0
Jonathan Kasdan,m,1.0
Jonathan King,m,1.0
Jonathan Larson,m,1.0
Jonathan Lemkin,m,1.0
Jonathan Lethem,m,1.0
Jonathan Levine,m,1.0
Jonathan Liebesman,m,1.0
Jonathan Lynn,m,1.0
Jonathan Milott,m,1.0
Jonathan Mostow,m,1.0
Jonathan Nolan,m,1.0
Jonathan Patrick Foo,m,1.0
Jonathan Penner,m,1.0
Jonathan Perera,m,1.0
Jonathan Pryce,m,1.0
Jonathan Raymond,m,1.0
Jonathan Rhys Meyers,m,1.0
Jonathan Safran Foer,m,1.0
Jonathan Teplitzky,m,1.0
Jonathan Tropper,m,1.0
Jonathan Tucker,m,1.0
Jonny Weston,m,0.98
Jonás Cuarón,m,0.98
Joo-Suk Park,u,0.0
Joon Lee,m,0.87
Joonas Suotamo,m,1.0
Jordan Belfort,m,0.9
Jordan Carlos,m,0.9
Jordan Katz,m,0.9
Jordan Ladd,m,0.9
Jordan Peele,m,0.9
Jordan Roberts,m,0.9
Jordan Rubin,m,0.9
Jordan Scott,m,0.9
Jordan Vogt-Roberts,m,0.9
Jordana Brewster,f,1.0
Jordi Galceran,m,0.99
Jordi Mollà,m,0.99
Jorge Alvarez,m,1.0
Jorge Blanco,m,1.0
Jorge Diaz,m,1.0
Jorge Guerricaechevarría,m,1.0
Jorge Lendeborg Jr.,m,1.0
Jorge R. Gutiérrez,m,1.0
Jorma Taccone,m,0.99
Jorma Tommila,m,0.99
Jose Coronado,m,0.99
Jose Rivera,m,0.99
Josef Altin,m,0.99
Joseph Barbera,m,0.99
Joseph Finder,m,0.99
Joseph Friend,m,0.99
Joseph Gordon-Levitt,m,0.99
Joseph Kahn,m,0.99
Joseph Kanon,m,0.99
Joseph Kosinski,m,0.99
Joseph Kwong,m,0.99
Joseph L. Galloway,m,0.99
Joseph McKenna,m,0.99
Josephine Langford,f,0.99
Josh A. Cagan,m,1.0
Josh Appelbaum,m,1.0
Josh Boone,m,1.0
Josh Brolin,m,1.0
Josh Burdett,m,1.0
Josh Campbell,m,1.0
Josh Cooke,m,1.0
Josh Cooley,m,1.0
Josh Duhamel,m,1.0
Josh Friedman,m,1.0
Josh Gad,m,1.0
Josh Goldsmith,m,1.0
Josh Gordon,m,1.0
Josh Hamilton,m,1.0
Josh Hartnett,m,1.0
Josh Heald,m,1.0
Josh Hutcherson,m,1.0
Josh Klausner,m,1.0
Josh Lucas,m,1.0
Josh Malerman,m,1.0
Josh Miller,m,1.0
Josh O'Connor,m,1.0
Josh Peck,m,1.0
Josh Radnor,m,1.0
Josh Safdie,m,1.0
Josh Singer,m,1.0
Josh Stolberg,m,1.0
Josh Trank,m,1.0
Josh Whitehouse,m,1.0
Joshua Cordes,m,1.0
Joshua John Miller,m,1.0
Joshua Marston,m,1.0
Joshua McIvor,m,1.0
Joshua Mikel,m,1.0
Joshua Oppenheimer,m,1.0
Joshua Peace,m,1.0
Joshua Safran,m,1.0
Joshua Sternin,m,1.0
Joshua Zetumer,m,1.0
Josie Rourke,f,0.99
Joss Whedon,m,0.68
José Luis Ferrer,m,0.98
José Luis García Pérez,m,0.98
José Padilha,m,0.98
José Saramago,m,0.98
Jovan Adepo,m,0.97
Joy Behar,f,0.92
Joy Carlin,f,0.92
Juan Carlos Fresnadillo,m,0.99
Juan Gabriel Yacuzzi,m,0.99
Juan José Campanella,m,0.99
Juan Mayorga,m,0.99
Juan Piedrahita,m,0.99
Judah Lewis,m,0.93
Judd Apatow,m,0.98
Jude Law,m,0.82
Judi Dench,f,0.98
Judith Thompson,f,1.0
Judy Davis,f,1.0
Judy Greer,f,1.0
Juel Taylor,m,0.91
Jules Asner,m,0.87
Jules Verne,m,0.87
Julia Dahl,f,0.99
Julia Dietze,f,0.99
Julia Ducournau,f,0.99
Julia Garner,f,0.99
Julia Goldani Telles,f,0.99
Julia Jentsch,f,0.99
Julia Leigh,f,0.99
Julia Louis-Dreyfus,f,0.99
Julia Ormond,f,0.99
Julia Roberts,f,0.99
Julia Stiles,f,0.99
Julia Voth,f,0.99
Julian Barratt,m,0.99
Julian Dennison,m,0.99
Julian Farino,m,0.99
Julian Fellowes,m,0.99
Julian Gilbey,m,0.99
Julian Glover,m,0.99
Julian Jarrold,m,0.99
Julian McMahon,m,0.99
Julian Morris,m,0.99
Julian Schnabel,m,0.99
Julian Wadham,m,0.99
Juliana Harkavy,f,1.0
Juliane Köhler,f,0.99
Julianna Margulies,f,1.0
Julianne Hough,f,1.0
Julianne Moore,f,1.0
Juliano Dornelles,m,1.0
Julie Andrews,f,0.99
