full_name,gender,certainty
Arly Jover,f,0.67
Christen Mooney,f,0.84
Josh Burdett,m,1.0
Angela Pell,f,1.0
Oakes Fegley,m,0.93
Lynn Adrianna Freedman,f,0.94
Louis Sachar,m,0.99
Ben Affleck,m,0.98
Scoot McNairy,m,0.92
Megan Holley,f,1.0
Ruben Fleischer,m,1.0
Yimou Zhang,m,0.67
Salma Hayek,f,0.95
Martin Henderson,m,0.99
Jack Hitt,m,0.99
Sarah Clarke,f,0.99
Shannon Eagen,f,0.9
Kelly Macdonald,f,0.91
Hari,m,0.98
Henry Gayden,m,0.99
Jack Kirby,m,0.99
Tobias Iaconis,m,1.0
Chloe Bennet,f,0.99
Gustin Nash,m,0.92
Florian Henckel von Donnersmarck,m,1.0
Lucy Hale,f,0.99
Tyron Leitso,m,0.99
Stephen J. Rivele,m,1.0
Richard Eyre,m,1.0
Nicola Yoon,m,0.81
Ben Livingston,m,0.98
Ludivine Sagnier,f,0.98
John J. McLaughlin,m,1.0
Akira Kurosawa,m,0.73
Guy Hibbert,m,0.99
Jet Li,m,0.59
Allison Williams,f,0.99
Sang-kyung Kim,m,0.8
Odessa Young,f,0.98
Susan Stroman,f,1.0
Joe Ranft,m,0.99
Adam Cooper,m,0.98
David Zelag Goodman,m,1.0
Kati Outinen,f,0.98
Stephen Schiff,m,1.0
Jeffrey Combs,m,1.0
Sylvia Nasar,f,1.0
Denis Villeneuve,m,0.94
Cristian Mungiu,m,0.99
Guillaume Laurant,m,1.0
Lubna Azabal,f,0.99
Michael Haneke,m,1.0
Olivia Munn,f,0.99
Jamie Babbit,m,0.66
Michael Peña,m,1.0
Tarsem Singh,m,0.95
Heitor Dhalia,m,1.0
Kurt Wimmer,m,1.0
Jason Winer,m,1.0
Sofia Black-D'Elia,f,0.99
Kaneo Ikegami,m,0.85
Chris Terrio,m,0.91
Richie Smyth,m,0.96
Rob Reiner,m,1.0
Craig Titley,m,1.0
Louis Sachar,m,0.99
Lynne Ramsay,f,1.0
Tahar Rahim,m,0.98
Bruce Willis,m,1.0
Matthias Schoenaerts,m,1.0
Tim Fehlbaum,m,1.0
Anna Foerster,f,0.99
Mick Jackson,m,0.99
Ed Oxenbould,m,0.99
Will Rokos,m,0.99
Zac Efron,m,0.99
Patrick McGrath,m,1.0
Sarah Clarke,f,0.99
Jennifer Jason Leigh,f,1.0
Brad Furman,m,1.0
Christina Hendricks,f,1.0
Robb White,m,1.0
Rick Jacobson,m,1.0
Léa Seydoux,f,0.99
Malin Akerman,f,0.95
James Isaac,m,1.0
Jason Reitman,m,1.0
"Jeremy Dyson, Andy Nyman",m,1.0
Paul McGuigan,m,1.0
David Caspe,m,1.0
Catherine Keener,f,1.0
Bernadette Lafont,f,1.0
Moisés Acevedo,m,0.99
Maria von Heland,f,0.99
Dev Patel,m,0.98
Liana Liberato,f,0.99
Scott MacDonald,m,1.0
Olivier Dahan,m,0.99
Michael Constantine,m,1.0
Isabela Merced,f,0.99
Charles Martin Smith,m,1.0
Duane Adler,m,1.0
Jon Bokenkamp,m,0.99
Shawn Christensen,m,0.94
Michael Lesslie,m,1.0
Anamaria Marinca,f,0.99
Jonathan Teplitzky,m,1.0
Brian Koppelman,m,1.0
Gayatri Joshi,f,1.0
Alice Braga,f,0.99
Patrick Stewart,m,1.0
Scott Bakula,m,1.0
"Cathy Malkasian, Jeff McGrath",f,1.0
Edward Burns,m,1.0
Will Eisner,m,0.99
William D. Wittliff,m,1.0
Alan Howard,m,1.0
Johnny Depp,m,0.99
Sheena Kamal,f,1.0
Julie Benz,f,0.99
Ryan O Roy,m,0.99
Quim Gutiérrez,m,0.98
Louis Mellis,m,0.99
Winston Duke,m,0.99
Stephen Kay,m,1.0
Richard Loncraine,m,1.0
Sam Hargrave,m,0.9
Ivana Baquero,f,0.99
John Hamburg,m,1.0
Joe Kelly,m,0.99
Emma Campbell,f,0.97
Jane Hawking,f,0.99
Mamie Gummer,f,0.98
"Bibo Bergeron, Vicky Jenson",m,0.78
Chris Kentis,m,0.91
John Cusack,m,1.0
Marc Klein,m,1.0
Zac Mattoon O'Brien,m,0.99
Rick Jaffa,m,1.0
Freddie Prinze Jr.,m,0.95
Jeffrey Bushell,m,1.0
Vera Farmiga,f,0.99
Brenda Chapman,f,1.0
Déborah François,f,0.99
Hans Bauer,m,0.99
Gideon Defoe,m,0.99
Griffin Gluck,m,0.99
Emma Stone,f,0.97
Burr Steers,m,0.97
Damien Leone,m,1.0
Lem Dobbs,m,0.8
Scott Alexander,m,1.0
Madhur Bhandarkar,m,0.91
Sean Hood,m,1.0
Mark O'Keefe,m,1.0
Paul McGuigan,m,1.0
Josh Boone,m,1.0
Lucy,f,0.99
Amanda Bynes,f,1.0
Gary Stephen Ross,m,1.0
Elena Soarez,f,0.99
"Virginie Despentes, Coralie",f,0.99
Kurt Wimmer,m,1.0
Rick King,m,1.0
Michael Madsen,m,1.0
Christine Olsen,f,1.0
Alfred Gough,m,0.99
Kirsten Dunst,f,0.99
Scott Silver,m,1.0
Alan R. Cohen,m,1.0
"David Bowers, Sam Fell",m,1.0
Ishirô Honda,m,1.0
Omarion,m,0.98
Adam Trese,m,0.98
Posy Simmonds,f,0.97
Max Charles,m,0.99
Ulrich Tukur,m,0.99
Nathalie Baye,f,0.99
Serge Lehman,m,0.99
Samuel Bayer,m,0.99
Melina Matsoukas,f,0.99
Brit Marling,f,0.85
"Chris Miller, Raman Hui",m,0.91
Waad Mohammed,f,0.91
Katie Stevens,f,1.0
Roderick Taylor,m,1.0
Pierce Gagnon,m,0.99
Shonda Rhimes,f,0.99
Barbara Sukowa,f,1.0
Mami Koyama,f,0.71
Francesc Albiol,m,0.98
Riley Keough,m,0.7
Matthias Hoene,m,1.0
Ike Barinholtz,m,0.93
David Branson Smith,m,1.0
Dan Brown,m,0.99
Michael Lewis,m,1.0
Suzanne Clément,f,1.0
Rafe Spall,m,0.96
Leslie Mann,f,0.83
Michael G. Cooney,m,1.0
Jordan Ladd,m,0.9
John W. Campbell Jr.,m,1.0
Bong Joon Ho,m,0.9
Lucy Punch,f,0.99
Paul Bernbaum,m,1.0
George Babluani,m,0.99
Donald E. Stewart,m,1.0
Megumi Ogata,f,0.99
Saara Chaudry,f,0.98
Anna Friel,f,0.99
Jacob Estes,m,1.0
Amma Asante,f,0.82
Jamie Campbell Bower,m,0.66
Mark Rosman,m,1.0
Peter Chiarelli,m,1.0
Lupita Nyong'o,f,0.99
Alfonso Gomez-Rejon,m,0.99
Bill Raden,m,1.0
Michael Hastings,m,1.0
Carey W. Hayes,f,0.54
Loren Taylor,f,0.58
Rob Epstein,m,1.0
Edward Hibbert,m,1.0
Anne-Marie Duff,f,1.0
Neil Jaworski,m,1.0
Claire Denis,f,1.0
Owen Wilson,m,0.99
William Dick,m,1.0
Albert Finney,m,0.99
Ian Holm,m,1.0
Jamie Blanks,m,0.66
Neil Armfield,m,1.0
Simon Hauschild,m,0.99
Paul Brannigan,m,1.0
John Hensley,m,1.0
Mark Pellington,m,1.0
Milla Jovovich,f,0.96
Derek Connolly,m,1.0
Gustaf Hammarsten,m,1.0
James Isaac,m,1.0
Bill Dubuque,m,1.0
Lee Unkrich,m,0.75
Tyler Perry,m,0.99
Matthew Faber,m,1.0
Paco Plaza,m,0.99
Chao Deng,m,0.83
Hitomi Kuroki,f,0.99
John Pingayak,m,1.0
John Kamps,m,1.0
Ellar Coltrane,f,0.94
Dan Stevens,m,0.99
A.A. Milne,m,0.56
Kimberly Elise,f,1.0
Garret Shanley,m,1.0
Vincenzo Natali,m,1.0
Tristan Roache-Turner,m,0.98
Carl Ellsworth,m,1.0
"Adil El Arbi, Bilall Fallah",m,0.98
Erin Cardillo,f,0.99
John Lasseter,m,1.0
Carmen Maura,f,0.99
Madeleine Worrall,f,0.99
Jenny McCarthy,f,0.99
"Aaron Horvath, Peter Rida Michail",m,1.0
Kevin Kennedy,m,1.0
Neil Patrick Harris,m,1.0
Sandra Hüller,f,0.99
Taye Diggs,m,0.69
Alejo Sauras,m,0.99
Daniel Betts,m,0.99
James McCarthy,m,1.0
Chris Kyle,m,0.91
Ben Ketai,m,0.98
Beau Bauman,m,0.92
Cal Brunker,m,0.96
Romain Guillermic,m,0.99
Glenn Standring,m,1.0
Brian Selznick,m,1.0
Patrick Fabian,m,1.0
Matt Spicer,m,1.0
James Fleet,m,1.0
Sarah Waters,f,0.99
Darren Paul Fisher,m,1.0
Gus Van Sant,m,0.99
Kenji Mizuhashi,m,0.99
Don McKellar,m,0.99
Anthony Hemingway,m,1.0
Jennifer Love Hewitt,f,1.0
Jeff Vintar,m,1.0
Steve Martin,m,1.0
Peter Ramsey,m,1.0
Marc Haimes,m,1.0
Jeremy Leven,m,1.0
Rafe Spall,m,0.96
Colin Firth,m,1.0
Tony Chiu-Wai Leung,m,0.99
Cheryl Strayed,f,1.0
Logan Gillies,m,0.93
Adi Hasak,m,0.72
Brittany Snow,f,1.0
Christopher Walken,m,1.0
Patrick Bruel,m,1.0
Aaron Moorhead,m,1.0
Eliot Laurence,m,0.97
Alice Addison,f,0.99
Natalie Martinez,f,1.0
Matthew Robbins,m,1.0
Patrick Ness,m,1.0
Martin Hancock,m,0.99
Bill Raden,m,1.0
Michael Lucker,m,1.0
Hans Gunnarsson,m,0.99
Scott Mechlowicz,m,1.0
Patty Jenkins,f,0.99
Benny Boom,m,0.95
Adam Pava,m,0.98
Ken Davitian,m,0.99
Troy Nixey,m,1.0
Knate Lee,m,0.75
Patrick Lussier,m,1.0
Vicky Jewson,f,0.9
Peter Ferdinando,m,1.0
Riz Ahmed,m,0.75
Yuki Midorikawa,f,0.75
Eduardo Noriega,m,1.0
Eve Ahlert,f,0.98
"Jaume Balagueró, Paco Plaza",m,0.99
Thomas Pa'a Sibbett,m,1.0
Ajay Monga,m,0.99
Abby Kohn,f,0.98
Emma Suárez,f,0.97
Abhishek Bachchan,m,1.0
Cuba Gooding Jr.,m,0.81
Edgar Ramírez,m,1.0
"Jean-Loup Felicioli, Alain Gagnol",m,0.99
Robert Downey Jr.,m,1.0
Katharina Schüttler,f,0.99
Wendy Wells,f,0.99
Doris Lessing,f,0.99
"Peter Lord, Jeff Newitt",m,1.0
Joanna Kulig,f,0.99
William Giraldi,m,1.0
Antonia Clarke,f,0.98
Angelina Jolie,f,0.99
"Alessandro Carloni, Jennifer Yuh Nelson",m,1.0
Garry Marshall,m,1.0
Edward Neumeier,m,1.0
Warren Christie,m,1.0
Frederick Lau,m,1.0
Erica Yates,f,1.0
Matt Sazama,m,1.0
Jon Bokenkamp,m,0.99
Jimmy Smits,m,0.99
Bettina Gilois,f,0.99
Dana Fox,f,0.94
Gia Coppola,f,0.82
Robin Bernheim,m,0.77
Grace Van Patten,f,0.99
Jennifer Ventimilia,f,1.0
Hilary Duff,f,0.85
Annalise Basso,f,1.0
Steve Pemberton,m,1.0
James Sallis,m,1.0
Ian Watson,m,1.0
Christopher Jordan Wallace,m,1.0
Nicole Kassell,f,1.0
Jeff Daniels,m,1.0
Akira Toriyama,m,0.73
Anthony Chau-Sang Wong,m,1.0
Ed Gass-Donnelly,m,0.99
Amy Seimetz,f,0.99
Kenny Ortega,m,0.97
Bradley Cooper,m,1.0
Dale Dickey,m,0.93
Jordana Brewster,f,1.0
Ajay Monga,m,0.99
Lorne Cameron,m,0.92
Teri Andrez,f,0.99
Justin Simien,m,0.99
William J. Locke,m,1.0
A. Russell Andrews,m,0.7
Wes Tooke,m,0.99
Andrew W. Marlowe,m,1.0
Sullivan Stapleton,m,0.97
John Lithgow,m,1.0
Shimit Amin,m,0.83
The Retrosettes,m,0.86
Vincent Elbaz,m,0.99
Kyrie Irving,m,0.59
Hee-Bong Byun,m,1.0
"Andrew Stanton, Angus MacLane",m,1.0
James Frecheville,m,1.0
Sienna Miller,f,0.99
Rob Maxey,m,1.0
Luis Prieto,m,1.0
Gary Goldman,m,1.0
Anita Doron,f,0.99
Steve Evets,m,1.0
Niels Arestrup,m,1.0
Johnny Depp,m,0.99
Katie Leung,f,1.0
Cooper Layne,m,0.98
Brandon Boyce,m,1.0
Zak Hilditch,m,0.97
John Hensley,m,1.0
Jane Campion,f,0.99
Catherine Walker,f,1.0
John Carpenter,m,1.0
Roberto Aguirre-Sacasa,m,1.0
Evelyne de la Chenelière,f,0.99
Ghilherme Lobo,m,1.0
Bo Welch,m,0.77
Eric MacLennan,m,1.0
Sara Lynne Wright,f,0.98
Lindsay Beamish,f,0.94
Shahid Kapoor,m,0.98
Dwight Henry,m,1.0
Taye Diggs,m,0.69
Christopher McQuarrie,m,1.0
Chris Messina,m,0.91
Gabe Ibáñez,m,0.99
John Maybury,m,1.0
Alexander Skarsgård,m,1.0
Laine Megaw,f,0.84
W. Somerset Maugham,m,0.88
Cindy Davis,f,1.0
Emile Hirsch,m,0.94
Samantha Scaffidi,f,0.99
Geraldine McEwan,f,0.99
Rob Cohen,m,1.0
Dave Donaldson,m,1.0
Bruno Barreto,m,1.0
John Brownlow,m,1.0
Oliver Butcher,m,0.99
Noah Gordon,m,0.97
Terence Winter,m,1.0
R. Christopher Murphy,m,0.77
Lembit Ulfsak,m,0.97
Lee Eisenberg,m,0.75
Nawazuddin Siddiqui,m,1.0
Jon Zack,m,0.99
James Ponsoldt,m,1.0
Mark Herman,m,1.0
John A. Keel,m,1.0
Malcolm McDowell,m,1.0
Alice Wu,f,0.99
Mia Farrow,f,0.97
Chantal Quesnelle,f,0.99
Lynn Barber,f,0.94
Pierre Morel,m,0.99
Ömer Faruk Sorak,m,0.99
Vendela Vida,f,1.0
Damien Marzette,m,1.0
Don Jakoby,m,0.99
Adam Pava,m,0.98
Henry Alex Rubin,m,0.99
Iain Softley,m,1.0
Max Landis,m,0.99
Eric Brevig,m,1.0
Bianca Bradey,f,0.99
Alan B. McElroy,m,1.0
Maggie Grace,f,1.0
Caradog W. James,m,0.86
Jim Mickle,m,1.0
Nia Vardalos,f,0.98
Puri Jagannadh,f,0.96
Michael Cooney,m,1.0
Hugh Wheeler,m,1.0
Anders W. Berthelsen,m,1.0
Bill Kelly,m,1.0
John Slattery,m,1.0
Chris Peckover,m,0.91
Kseniya Rappoport,f,0.99
Machiko Ono,f,0.98
Jorge Lendeborg Jr.,m,1.0
Lewis John Carlino,m,0.99
Etienne Comar,m,0.98
Nelson Mandela,m,0.99
Frank Marshall,m,1.0
Herman Yau,m,0.99
Andrew Stanton,m,1.0
Ron Nyswaner,m,0.99
Dianne Wiest,f,1.0
Sofia Boutella,f,0.99
David Benioff,m,1.0
Pat Casey,m,0.51
Johannes Roberts,m,1.0
Susan Estelle Jansen,f,1.0
Jackie Filgo,f,0.87
Karen Janszen,f,0.99
Olivia Williams,f,0.99
Adèle Exarchopoulos,f,0.98
Ant Timpson,m,0.87
Richard E. Grant,m,1.0
Frank Grillo,m,1.0
Robert Kolker,m,1.0
Ashley Sommers,f,0.95
Leslie Dixon,f,0.83
Christine Anu,f,1.0
Ariel Vromen,m,0.83
Caroline Dhavernas,f,1.0
Jon Krakauer,m,0.99
Tom Payne,m,0.99
David Wnendt,m,1.0
Terry Crews,m,0.75
Pete Travis,m,1.0
Dong-Cheol Kim,m,1.0
Rob Burnett,m,1.0
Peter Spierig,m,1.0
Mary Agnes Donoghue,f,0.99
Sasha Luss,f,0.59
"Colin Strause, Greg Strause",m,1.0
Brandon Camp,m,1.0
Jun'ichi Okada,m,1.0
Eddie Gonzalez,m,0.98
Hayden Christensen,m,0.91
Pamela Falk,f,1.0
Michael Lehmann,m,1.0
Sally Hawkins,f,0.99
Paula Pell,f,0.99
María Belón,f,0.99
David Zellner,m,1.0
Nicola Guaglianone,m,0.81
Rider Strong,m,0.98
Michael Berk,m,1.0
Charlyne Yi,f,0.99
Jean-Claude Van Damme,m,1.0
Matt Passmore,m,1.0
Taraji P. Henson,m,0.84
Allison Burnett,f,0.99
Terence Davies,m,1.0
Charles Dickens,m,1.0
Zachary Levi,m,1.0
Riko Sakaguchi,m,0.84
Robert Eggers,m,1.0
Amanda Schull,f,1.0
Karen Gillan,f,0.99
David Oyelowo,m,1.0
Yuet-Jan Hui,u,0.0
Todd Berger,m,1.0
Eric MacLennan,m,1.0
David Bowers,m,1.0
Doug Jung,m,1.0
Trish Sie,f,1.0
"Olivier Nakache, Éric Toledano",m,0.99
Torsten Wenzel,m,1.0
Roberto Orci,m,1.0
David Hare,m,1.0
Aamir Khan,m,0.99
Ane Dahl Torp,f,0.91
Leos Carax,m,0.95
O'Shea Jackson Jr.,m,0.79
Chris Gorak,m,0.91
Dan Harris,m,0.99
Amber Heard,f,0.99
Fred Dekker,m,0.98
Ben Coccio,m,0.98
Rudyard Kipling,m,1.0
Gilbert Adair,m,0.99
Leticia Dolera,f,0.99
"Steve Box, Nick Park",m,1.0
Laine Megaw,f,0.84
Lisa Cholodenko,f,1.0
Daniel Wallace,m,0.99
Scott Rosenberg,m,1.0
Yuliya Peresild,f,1.0
Sam Hamm,m,0.9
Nadia Hilker,f,0.99
John Patrick Shanley,m,1.0
Sofia Boutella,f,0.99
Cliff Curtis,m,1.0
Michael Algieri,m,1.0
Marco Tullio Giordana,m,1.0
Martin Short,m,0.99
Jafar Panahi,m,0.98
Scott Silver,m,1.0
"Eric Bress, J. Mackye Gruber",m,1.0
Jean Reno,f,0.62
Susanna White,f,0.99
Alfred Gough,m,0.99
Rob McKittrick,m,1.0
Rafe Spall,m,0.96
Thom Enriquez,m,0.99
Todd Casey,m,1.0
Lowell Ganz,m,0.99
Billy Mitchell,m,0.98
Chris Galletta,m,0.91
Josh Brolin,m,1.0
Simon Curtis,m,0.99
AnnaLynne McCord,f,1.0
Jonathan Pryce,m,1.0
Simon Pegg,m,0.99
Tobias Iaconis,m,1.0
Isabella Gielniak,f,0.99
Mira Sorvino,f,0.92
Dennie Gordon,m,0.88
Adam Sztykiel,m,0.98
John Hawkes,m,1.0
Robin Tunney,m,0.77
Howard Deutch,m,1.0
Atossa Leoni,f,1.0
Ken Nolan,m,0.99
Alison Deegan,f,0.98
Mark Helprin,m,1.0
Jessie Buckley,f,0.79
David Weissman,m,1.0
Max Beesley,m,0.99
George A. Romero,m,0.99
David Banner,m,1.0
Mae Whitman,f,0.97
Stephen J. Anderson,m,1.0
Eugene Levy,m,0.99
Shay Hatten,m,0.55
Melissa Stack,f,1.0
Viktória Petrányi,f,1.0
Abhishek Bharate,m,1.0
Stuart Ortiz,m,1.0
Adam Marcus,m,0.98
Romain Guillermic,m,0.99
Zach Lipovsky,m,1.0
Kari Skogland,f,0.86
Ben Batt,m,0.98
Greg Cipes,m,1.0
Matt Winston,m,1.0
Dacre Montgomery,m,0.92
Mike Epps,m,1.0
Natalie Babbitt,f,1.0
Francisco Rabal,m,1.0
Werner Herzog,m,1.0
Claire Scanlon,f,1.0
Jessica Tuck,f,1.0
Vidya Malvade,f,0.97
Riccardo Scamarcio,m,1.0
Vikas Swarup,m,1.0
Björk,f,0.78
Lindsey Haun,f,0.98
Emi Takei,f,0.82
Barry Jenkins,m,0.99
Amy Poehler,f,0.99
Josh O'Connor,m,1.0
David Stassen,m,1.0
Christine Leunens,f,1.0
Tom Edge,m,0.99
Laura Linney,f,0.99
Brenda Song,f,1.0
Alejandro Agresti,m,1.0
Neil Gordon,m,1.0
Gérard Depardieu,m,0.99
Harald Zwart,m,1.0
Tony Gilroy,m,0.99
Jamie Moss,m,0.66
Sam Spruell,m,0.9
John Carpenter,m,1.0
John Cena,m,1.0
Allison Miller,f,0.99
Jenny Mollen,f,0.99
Gattlin Griffith,m,1.0
Joanna Kulig,f,0.99
Rick Jaffa,m,1.0
John R. Leonetti,m,1.0
David Desola,m,1.0
Evan Daugherty,m,0.98
Katherine Fugate,f,1.0
Jennifer Niven,f,1.0
Louis Nowra,m,0.99
Kenji Kamiyama,m,0.99
Alex Proyas,m,0.95
Patricia Rozema,f,1.0
John A. Keel,m,1.0
Kari Skogland,f,0.86
James Van Der Beek,m,1.0
Omar Naim,m,0.98
Olivia Jewson,f,0.99
Keke Palmer,f,0.59
W. Earl Brown,m,0.88
Geoffrey Sax,m,1.0
Burt Young,m,0.99
Ki-duk Kim,u,0.0
"Louis Leterrier, Corey Yuen",m,0.99
Carly Adams,f,0.99
Phoebe Fox,f,1.0
Catherine Johnson,f,1.0
Andreas Wilson,m,1.0
Richard Schenkman,m,1.0
Elizabeth Reaser,f,1.0
Joseph McKenna,m,0.99
Sheryl Lee,f,1.0
Adam Sandler,m,0.98
Ross Bagdasarian,m,0.93
Joe Roth,m,0.99
Greg Berlanti,m,1.0
Justice Smith,m,0.9
Patrick Brice,m,1.0
Michael Elliot,m,1.0
Desmond Harrington,m,0.99
Gregory Nava,m,1.0
Michel Hazanavicius,m,0.94
Babak Anvari,m,0.99
Nicolas Charlet,m,1.0
Manu Díaz,m,0.8
Cheryl L. West,f,1.0
Sidney Lumet,m,0.79
Jeffrey Reddick,m,1.0
J. Mackye Gruber,m,0.88
Tim Story,m,1.0
Jaume Collet-Serra,m,0.99
Michael Fassbender,m,1.0
Ian Helfer,m,1.0
Guillaume Canet,m,1.0
Naomi Foner,f,0.99
Kevin Bacon,m,1.0
Aaron Paul,m,1.0
Jason Winer,m,1.0
Min-sik Choi,m,1.0
Clark Gregg,m,0.99
Scott Porter,m,1.0
Pauline Lau,f,0.99
Yash Chopra,m,0.99
Abra,f,0.58
Hideo Nakata,m,1.0
Kevin Donovan,m,1.0
Fabián Bielinsky,m,0.99
Kevin O'Neill,m,1.0
Jason Biggs,m,1.0
Chandra West,f,0.81
István Göz,m,1.0
Bruce Porter,m,1.0
Borja Cobeaga,m,0.99
Emile Hirsch,m,0.94
Ken Bevel,m,0.99
Micah Schraft,m,0.84
Whitney Moore,f,0.96
Felipe Braga,m,1.0
Simon Verhoeven,m,0.99
Seishi Minakami,m,0.87
Romanthony,m,1.0
Robbie Fairchild,m,0.93
Haylie Duff,f,0.99
Jane Anderson,f,0.99
Jacob Vargas,m,1.0
Joseph Barbera,m,0.99
Timothée Chalamet,m,0.99
Jon Spaihts,m,0.99
Sarah Waters,f,0.99
Dan Fogler,m,0.99
David Levien,m,1.0
Carlinhos Brown,m,0.99
Carlos López Estrada,m,1.0
Jessie Buckley,f,0.79
Zach Lipovsky,m,1.0
Astrid Bergès-Frisbey,f,0.99
Swanand Kirkire,m,1.0
Mark O'Keefe,m,1.0
Bryan Woods,m,1.0
Niranjan Iyengar,m,0.99
Viggo Mortensen,m,0.99
Rob Lieber,m,1.0
Jon Amiel,m,0.99
Stan Lee,m,0.98
Nick Hornby,m,0.99
Michael Algieri,m,1.0
Mike Carey,m,1.0
Christen Mooney,f,0.84
Sandra Nettelbeck,f,0.99
Charlie Kaufman,m,0.85
Michael Keaton,m,1.0
Riteish Deshmukh,m,1.0
Ashley C. Williams,f,0.95
"Anthony Bell, Ben Gluck",m,1.0
Luke Snellin,m,1.0
Jeremy Northam,m,1.0
Chris Pine,m,0.91
Greg McLean,m,1.0
Konstantin Khabenskiy,m,1.0
Andreas Wilson,m,1.0
Andrea Berloff,f,0.69
Ajay Monga,m,0.99
Jim Wheat,m,1.0
Payman Maadi,m,0.97
Keith Thompson,m,1.0
Jordan Katz,m,0.9
Jacques Audiard,m,0.99
Justin Long,m,0.99
Kyle Newacheck,m,0.99
Aleksander Bach,m,1.0
Anders Thomas Jensen,m,1.0
Leif Sylvester,m,1.0
Alison Bruce,f,0.98
Saori Hayami,f,0.99
David Iserson,m,1.0
Peter Capaldi,m,1.0
Susan May Pratt,f,1.0
Benjamin Helstad,m,1.0
Paul Bettany,m,1.0
"Danny Pang, Oxide Chun Pang",m,0.96
Germano Zullo,m,0.99
Julie Andrews,f,0.99
Emily Deschanel,f,1.0
Manisha Korde,f,0.99
Sam Taylor-Johnson,m,0.9
Zoe Margaret Colletti,f,0.98
Donald Margulies,m,1.0
Eric Gruendemann,m,1.0
Charlotte Gainsbourg,f,0.99
Elisabeth Moss,f,1.0
Beckam Crawford,m,0.94
Casey Affleck,m,0.6
Richard Naing,m,1.0
Racheal Ofori,f,0.99
Can Yilmaz,m,0.96
Pablo De Santis,m,1.0
Robert Louis Stevenson,m,1.0
James Rolleston,m,1.0
Dan Futterman,m,0.99
Tôru Emori,f,0.5
Scott Glosserman,m,1.0
Ann Dowd,f,0.99
Craig T. Nelson,m,1.0
Adam Horowitz,m,0.98
Glenn Erland Tosterud,m,1.0
Stephen Volk,m,1.0
Ajay Devgn,m,0.99
Cheryl Hines,f,1.0
Helen Hunt,f,1.0
Alicja Bachleda,f,0.99
Toby Jones,m,0.91
Carollette Phillips,f,1.0
Malonn Lévana,m,0.76
Gillian Armstrong,f,0.99
Arlene Klasky,f,1.0
Geraint Wyn Davies,m,1.0
John Requa,m,1.0
Henry Selick,m,0.99
Cory Helms,m,0.86
Summer Bishil,f,0.96
John Cameron Mitchell,m,1.0
Jack Plotnick,m,0.99
Ronnie Christensen,m,0.92
Brittany Snow,f,1.0
Fernando Navarro,m,1.0
Fernando Cayo,m,1.0
Paul Briganti,m,1.0
Steve Carr,m,1.0
Michael D. Weiss,m,1.0
Mylène Jampanoï,f,1.0
Patrick J. Clifton,m,1.0
Peter Simonischek,m,1.0
Catherine Breillat,f,1.0
Paul Thomas Anderson,m,1.0
Gaby Chiappe,f,0.83
Alexandre Bailly,m,0.99
Travis Milloy,m,1.0
Olivia DeJonge,f,0.99
Hayley Squires,f,1.0
Sylvie Testud,f,0.99
DMX,m,0.96
Mark Ruffalo,m,1.0
Alexandra Borbély,f,0.99
Jason Keller,m,1.0
Craig Rosenberg,m,1.0
James L. Brooks,m,1.0
Christopher Smith,m,1.0
"Abby Kohn, Marc Silverstein",f,0.98
Jules Asner,m,0.87
Óscar Zafra,m,0.99
Sandra Hüller,f,0.99
Akimi Yoshida,f,0.81
Seo-kyeong Jeong,u,0.0
Jasmine Trinca,f,0.99
Stephen Beresford,m,1.0
Brianne Davis,f,1.0
Chris Kyle,m,0.91
Kitana Kiki Rodriguez,f,0.96
Nassar,m,0.96
Colin Clark,m,1.0
Amy Acker,f,0.99
André Wilms,m,0.99
Chiwetel Ejiofor,f,0.67
Dominic Cooper,m,0.99
Mark Wahlberg,m,1.0
Daniel Dae Kim,m,0.99
Shinobu Hashimoto,f,0.59
David Thewlis,m,1.0
Joshua Zetumer,m,1.0
Bailey Spry,f,0.61
Chloë Grace Moretz,f,1.0
Milo Addica,m,0.94
Nick Cave,m,0.99
Javier Gullón,m,1.0
Vishal Bhardwaj,m,1.0
Sébastien Japrisot,m,1.0
Soraya Omar-Scego,f,0.99
Allison Dawn Doiron,f,0.99
Eric Summer,m,1.0
Meryl Streep,f,0.93
Nathan Zellner,m,1.0
Emily Blunt,f,1.0
Jennifer Flackett,f,1.0
Isa Mazzei,f,0.62
H.G. Wells,m,1.0
Tom Perrotta,m,0.99
Helen Mirren,f,1.0
David Lindsay-Abaire,m,1.0
Angela Goethals,f,1.0
Jake Scott,m,0.99
Jonathan Ames,m,1.0
Laurent Tirard,m,0.99
Anders Danielsen Lie,m,1.0
Jack Huston,m,0.99
Leslie Odom Jr.,f,0.83
Mickey Rapkin,m,0.77
Jon Harris,m,0.99
Jonathan Lemkin,m,1.0
Oliver Hirschbiegel,m,0.99
Peter Weir,m,1.0
Mary Stewart,f,0.99
Julie Andrews,f,0.99
Alyson Court,f,0.96
Padmashri Mohammad Ali,f,0.84
Sam Palladio,m,0.9
Alice Eve,f,0.99
Sam Worthington,m,0.9
Abraham Attah,m,0.99
Natthaweeranuch Thongmee,u,0.0
Lincoln Pearson,m,1.0
Irwin Winkler,m,1.0
David Duncan,m,1.0
Miguel Arteta,m,1.0
Dominic Cooper,m,0.99
Laetitia Colombani,f,0.99
Charlie McDowell,m,0.85
"Evan Goldberg, Seth Rogen",m,0.98
